TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
FI;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;1178.000000;1264541.97;;;PJ;06.981.180/0001-16;CEMIG DISTRIBUIÇÃO S.A.;2026-05-15;S;DI1;DI de um dia;100.000000;2.050000;;S;N;
FI;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;2304.000000;952768.74;;;PJ;01.599.101/0001-93;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2024-12-29;S;PRE;Taxa de juro prefixada;100.000000;12.682500;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;1877.000000;1879897.29;;2024-01-29;PJ;09.346.601/0001-25;B3 SA;2028-10-11;S;DI1;DI de um dia;100.000000;1.159701;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;1097.000000;1087543.73;;2024-01-29;PJ;09.313.969/0001-97;AUTOPISTA LITOR;2028-10-15;S;DI1;DI de um dia;100.000000;1.550000;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;491.000000;486767.52;;2024-01-29;PJ;09.313.969/0001-97;AUTOPISTA LITOR;2028-10-15;S;DI1;DI de um dia;100.000000;2.051626;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;1567.000000;1576553.35;;2024-01-29;PJ;23.373.000/0001-32;VAMOS LOCACAO;2028-10-15;S;DI1;DI de um dia;100.000000;2.414318;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;894.000000;930108.47;;2024-01-29;PJ;12.420.164/0001-57;CM HOSPITALAR S;2028-11-05;S;DI1;DI de um dia;100.000000;1.767966;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;137.000000;142533.40;;2024-01-29;PJ;12.420.164/0001-57;CM HOSPITALAR S;2028-11-05;S;DI1;DI de um dia;100.000000;2.781146;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;1390.000000;1494440.78;;2024-01-29;PJ;06.626.253/0001-51;PAGUE MENOS;2028-11-05;S;DI1;DI de um dia;100.000000;2.437804;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;80.000000;90113.18;;2024-01-29;PJ;02.998.611/0001-04;TRANS PAULISTA;2028-11-15;S;DI1;DI de um dia;100.000000;2.830004;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;355.000000;372121.96;;2024-01-29;PJ;71.208.516/0001-74;ALGAR TELECOM S;2029-01-15;S;DI1;DI de um dia;100.000000;1.505179;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;100.000000;1024410.50;;2024-01-29;PJ;89.637.490/0001-45;KLABIN;2029-03-19;S;DI1;DI de um dia;114.650000;0.056426;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;3515.000000;3689822.66;;2024-01-29;PJ;05.197.443/0001-38;HAPVIDA PARTICI;2029-05-10;S;DI1;DI de um dia;100.000000;1.600000;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;153.000000;166362.45;;2024-01-29;PJ;00.242.184/0001-04;ARMAC LOCACA;2029-11-04;S;DI1;DI de um dia;100.000000;2.301938;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;861.000000;936196.54;;2024-01-29;PJ;00.242.184/0001-04;ARMAC LOCACA;2029-11-04;S;DI1;DI de um dia;100.000000;2.250000;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;3394.000000;3496483.05;;2024-01-29;PJ;60.894.730/0001-05;USIMINAS;2029-12-09;S;DI1;DI de um dia;100.000000;1.658370;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;2025.000000;2048299.64;;2024-01-29;PJ;17.281.106/0001-03;COPASA MG;2030-09-15;S;DI1;DI de um dia;100.000000;1.291182;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;1359.000000;1417362.84;;2024-01-29;PJ;06.047.087/0001-39;Rede DOr São Lu;2031-07-25;S;DI1;DI de um dia;100.000000;2.249999;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;1004.000000;1027319.52;;2024-01-29;PJ;06.047.087/0001-39;Rede DOr São Lu;2031-08-20;S;DI1;DI de um dia;100.000000;1.951939;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;2206.000000;2281938.74;;2024-01-29;PJ;04.992.714/0001-84;NOVA TRANSP SUD;2032-09-13;S;DI1;DI de um dia;100.000000;1.756043;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;2706.000000;2866778.12;;2024-01-29;PJ;07.415.333/0001-20;SIMPAR S.A;2032-12-20;S;DI1;DI de um dia;100.000000;3.273363;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;1450.000000;1550602.03;;2024-01-29;PJ;16.676.520/0001-59;HOSP MATER DEI;2028-11-03;S;DI1;DI de um dia;100.000000;1.600000;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;72.000000;109130.39;;2024-01-29;PJ;33.014.556/0001-96;LOJAS AMERIC;2023-11-18;S;DI1;DI de um dia;100.000000;0.649481;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;189.000000;286467.27;;2024-01-29;PJ;33.014.556/0001-96;LOJAS AMERIC;2023-11-18;S;DI1;DI de um dia;100.000000;1.232493;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;210.000000;318495.97;;2024-01-29;PJ;33.014.556/0001-96;LOJAS AMERIC;2023-12-02;S;DI1;DI de um dia;100.000000;0.756281;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;58.000000;87965.56;;2024-01-29;PJ;33.014.556/0001-96;LOJAS AMERIC;2023-12-02;S;DI1;DI de um dia;100.000000;1.239468;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;836.000000;408399.88;;2024-01-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2024-04-15;S;DI1;DI de um dia;100.000000;1.238161;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;561.000000;274057.82;;2024-01-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2024-04-15;S;DI1;DI de um dia;100.000000;1.452971;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;944.000000;470354.00;;2024-01-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2024-04-15;S;DI1;DI de um dia;100.000000;29.498476;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;1236.000000;615844.85;;2024-01-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2024-04-15;S;DI1;DI de um dia;100.000000;12.415580;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;240.000000;241632.18;;2024-01-29;PJ;02.509.491/0001-26;ECOVIAS IMIGRAN;2024-04-17;S;DI1;DI de um dia;100.000000;0.977824;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;569.000000;572869.62;;2024-01-29;PJ;02.509.491/0001-26;ECOVIAS IMIGRAN;2024-04-17;S;DI1;DI de um dia;100.000000;1.265078;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;4969.000000;1146260.58;;2024-01-29;PJ;11.916.849/0001-26;OURO;2024-06-04;S;DI1;DI de um dia;100.000000;0.744310;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;143.000000;32987.58;;2024-01-29;PJ;11.916.849/0001-26;OURO;2024-06-04;S;DI1;DI de um dia;100.000000;13.855243;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;233.000000;53748.99;;2024-01-29;PJ;11.916.849/0001-26;OURO;2024-06-04;S;DI1;DI de um dia;100.000000;14.013674;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;1253.000000;432124.06;;2024-01-29;PJ;05.197.443/0001-38;HAPVIDA PARTICI;2024-07-10;S;DI1;DI de um dia;109.000000;0.095545;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;1487.000000;774015.38;;2024-01-29;PJ;04.370.282/0001-70;COPEL GERACAO T;2024-07-15;S;DI1;DI de um dia;109.000000;0.026427;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;2634.000000;2722894.64;;2024-01-29;PJ;02.800.026/0001-40;KROTON EDUC SA;2024-08-20;S;DI1;DI de um dia;100.000000;2.764069;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;4000.000000;1195784.44;;2024-01-29;PJ;01.616.929/0001-02;SANEAGO;2024-09-23;S;DI1;DI de um dia;100.000000;1.199999;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;300.000000;89683.83;;2024-01-29;PJ;01.616.929/0001-02;SANEAGO;2024-09-23;S;DI1;DI de um dia;100.000000;1.449333;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;1614.000000;786863.85;;2024-01-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2024-10-15;S;DI1;DI de um dia;100.000000;1.221621;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;28.000000;293251.04;;2024-01-29;PJ;61.486.650/0001-83;DASA;2024-12-10;S;DI1;DI de um dia;110.500000;0.201570;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;1455.000000;1531435.68;;2024-01-29;PJ;45.242.914/0001-05;CA MODAS S.A.;2025-05-20;S;DI1;DI de um dia;100.000000;2.014743;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;185.000000;130869.07;;2024-01-29;PJ;06.347.409/0001-65;SBF COM PROD;2025-05-25;S;DI1;DI de um dia;100.000000;2.948127;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;776.000000;548942.69;;2024-01-29;PJ;06.347.409/0001-65;SBF COM PROD;2025-05-25;S;DI1;DI de um dia;100.000000;2.310000;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;508.000000;525969.08;;2024-01-29;PJ;08.343.492/0001-20;MRV ENGENHARIA;2025-08-24;S;DI1;DI de um dia;100.000000;2.406489;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;191.000000;130949.30;;2024-01-29;PJ;16.614.075/0001-00;DIRECIONAL ENG.;2025-09-21;S;DI1;DI de um dia;100.000000;2.849999;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;685.000000;482247.29;;2024-01-29;PJ;01.616.929/0001-02;SANEAGO;2025-11-27;S;DI1;DI de um dia;100.000000;2.472932;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;490.000000;499933.98;;2024-01-29;PJ;32.681.371/0001-72;VIX LOGISTICA S;2026-03-15;S;DI1;DI de um dia;100.000000;2.688998;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;224.000000;226583.72;;2024-01-29;PJ;02.762.121/0001-04;SANTOS BRAS;2026-03-25;S;DI1;DI de um dia;100.000000;1.260326;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;1830.000000;1851108.06;;2024-01-29;PJ;02.762.121/0001-04;SANTOS BRAS;2026-03-25;S;DI1;DI de um dia;100.000000;1.249572;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;146.000000;1458862.15;;2024-01-29;PJ;10.835.932/0001-08;CELPE;2026-04-15;S;DI1;DI de um dia;111.000000;0.460823;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;3657.000000;4344037.15;;2024-01-29;PJ;01.838.723/0001-27;BRF S.A.;2026-04-30;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;5.628884;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;199.000000;126803.09;;2024-01-29;PJ;33.041.260/0652-90;VIA VAREJO;2026-04-30;S;DI1;DI de um dia;100.000000;20.353592;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;99.000000;63082.94;;2024-01-29;PJ;33.041.260/0652-90;VIA VAREJO;2026-04-30;S;DI1;DI de um dia;100.000000;21.060481;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;1509.000000;1610513.28;;2024-01-29;PJ;06.057.223/0001-71;ASSAI;2026-05-20;S;DI1;DI de um dia;100.000000;1.554484;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;76.000000;782014.23;;2024-01-29;PJ;61.486.650/0001-83;DASA;2026-06-10;S;DI1;DI de um dia;108.500000;1.440080;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;856.000000;924486.29;;2024-01-29;PJ;08.873.873/0001-10;ECORODOVIAS;2026-06-20;S;DI1;DI de um dia;100.000000;2.650000;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;186.000000;193512.05;;2024-01-29;PJ;06.626.253/0001-51;PAGUE MENOS;2026-07-15;S;DI1;DI de um dia;100.000000;1.765562;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;777.000000;648193.93;;2024-01-29;PJ;12.528.708/0001-07;AERIS;2026-07-31;S;DI1;DI de um dia;100.000000;2.044627;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-10-31;Debêntures;Debênture simples;N;Para negociação;;;;;691.000000;705935.59;;2024-01-29;PJ;21.314.559/0001-66;MOVIDA PARTICIP;2026-09-15;S;DI1;DI de um dia;100.000000;2.699999;;S;N;
